list_place,list_date_time,detail_plaats,detail_datum,stance,language,identifies_as_immigrant
Amsterdam,05 oktober 2025 (18:35),Amsterdam,5 oktober 2025,For,Other,Unclear
Eindhoven,05 oktober 2025 (18:33),Eindhoven,5 oktober 2025,For,Other,Unclear
Vlissingen,05 oktober 2025 (17:06),Vlissingen,5 oktober 2025,For,Other,Unclear
Amsterdam,05 oktober 2025 (14:43),Amsterdam,5 oktober 2025,For,Other,Unclear
Hulst,05 oktober 2025 (11:19),Hulst,5 oktober 2025,For,Other,Unclear
Diemen ,05 oktober 2025 (07:37),Diemen,5 oktober 2025,For,Other,Unclear
Rotterdam,04 oktober 2025 (17:08),Rotterdam,4 oktober 2025,For,Other,Unclear
Amstelveen,04 oktober 2025 (13:25),Amstelveen,4 oktober 2025,For,Other,Unclear
Amsterdam ,04 oktober 2025 (12:39),Amsterdam,4 oktober 2025,For,Other,Unclear
Eindoven,04 oktober 2025 (11:39),Eindoven,4 oktober 2025,For,Other,Unclear
AMSTERDAM,04 oktober 2025 (11:38),AMSTERDAM,4 oktober 2025,For,Other,Unclear
Best,04 oktober 2025 (09:33),Best,4 oktober 2025,For,Other,Unclear
CAPELLE AAN DEN IJSSEL,03 oktober 2025 (22:22),CAPELLE AAN DEN IJSSEL,3 oktober 2025,For,Other,Unclear
Apeldoorn ,03 oktober 2025 (17:37),Apeldoorn,3 oktober 2025,For,Other,Unclear
Vlaardingen ,03 oktober 2025 (15:07),Vlaardingen,3 oktober 2025,For,Other,Unclear
Amsterdam,03 oktober 2025 (11:24),Amsterdam,3 oktober 2025,Against,Other,Unclear
Amsterdam ,03 oktober 2025 (10:24),Amsterdam,3 oktober 2025,For,Other,Unclear
Weesp,02 oktober 2025 (21:31),Weesp,2 oktober 2025,For,Other,Unclear
Den Haag,02 oktober 2025 (00:19),Den Haag,2 oktober 2025,For,Other,Unclear
Amsterdam,01 oktober 2025 (12:39),Amsterdam,1 oktober 2025,Against,Other,Unclear
Almere,30 september 2025 (22:06),Almere,30 september 2025,For,Other,Unclear
Eindhoven,30 september 2025 (21:49),Eindhoven,30 september 2025,For,Other,Unclear
AMERSFOORT,30 september 2025 (21:11),AMERSFOORT,30 september 2025,For,Other,Unclear
Curaçao ,08 oktober 2025 (18:56),Curaçao,8 oktober 2025,Against,Other,Unclear
Nieuwegein,08 oktober 2025 (17:59),Nieuwegein,8 oktober 2025,Against,Other,Unclear
Amsterda,08 oktober 2025 (17:45),Amsterda,8 oktober 2025,Against,Other,Unclear
Delfgauw,08 oktober 2025 (17:03),Delfgauw,8 oktober 2025,Against,Other,Unclear
Den Haag,08 oktober 2025 (16:59),Den Haag,8 oktober 2025,Against,Other,Unclear
Den Helder,08 oktober 2025 (16:58),Den Helder,8 oktober 2025,Against,Other,Unclear
Almere,08 oktober 2025 (16:51),Almere,8 oktober 2025,Against,Other,Unclear
Hengelo,08 oktober 2025 (16:48),Hengelo,8 oktober 2025,Against,Other,Unclear
Almere ,08 oktober 2025 (16:27),Almere,8 oktober 2025,Against,Other,Unclear
Amsterdam ,08 oktober 2025 (15:52),Amsterdam,8 oktober 2025,Against,Other,Unclear
Almere,08 oktober 2025 (15:50),Almere,8 oktober 2025,Against,Other,Unclear
Utrecht,08 oktober 2025 (15:49),Utrecht,8 oktober 2025,Against,Other,Unclear
Hilversum,08 oktober 2025 (15:09),Hilversum,8 oktober 2025,Against,Other,Unclear
Rotterdam,08 oktober 2025 (14:49),Rotterdam,8 oktober 2025,Against,Other,Unclear
Amsterdam,08 oktober 2025 (14:35),Amsterdam,8 oktober 2025,Against,Other,Unclear
Haarlem,08 oktober 2025 (14:30),Haarlem,8 oktober 2025,Against,Other,Unclear
Zaandam,08 oktober 2025 (14:25),Zaandam,8 oktober 2025,Against,Other,Unclear
Rotterdam,08 oktober 2025 (14:06),Rotterdam,8 oktober 2025,Against,Other,Unclear
Nijmegen ,08 oktober 2025 (13:52),Nijmegen,8 oktober 2025,Against,Other,Unclear
Den Haag,08 oktober 2025 (13:48),Den Haag,8 oktober 2025,Against,Other,Unclear
Delft ,08 oktober 2025 (13:46),Delft,8 oktober 2025,Against,Other,Unclear
Amsterdam,08 oktober 2025 (13:41),Amsterdam,8 oktober 2025,Against,Other,Unclear
Lelystad,08 oktober 2025 (13:14),Lelystad,8 oktober 2025,Against,Other,Unclear
Amsterdam,08 oktober 2025 (12:03),Amsterdam,8 oktober 2025,Against,Other,Unclear
Arnhem,08 oktober 2025 (11:58),Arnhem,8 oktober 2025,Against,Other,Unclear
Eindhoven,08 oktober 2025 (11:29),Eindhoven,8 oktober 2025,Against,Other,Unclear
Veenendaal,08 oktober 2025 (11:15),Veenendaal,8 oktober 2025,Against,Other,Unclear
Rotterdam,08 oktober 2025 (11:13),Rotterdam,8 oktober 2025,Against,Other,Unclear
"Haarlem, """,08 oktober 2025 (11:11),"Haarlem, """,8 oktober 2025,Against,Other,Unclear
Amsterdam,08 oktober 2025 (10:32),Amsterdam,8 oktober 2025,Against,Other,Unclear
Haarlem ,08 oktober 2025 (10:07),Haarlem,8 oktober 2025,Against,Other,Unclear
Amsterdam,08 oktober 2025 (10:07),Amsterdam,8 oktober 2025,Against,Other,Unclear
Losser,08 oktober 2025 (09:59),Losser,8 oktober 2025,Against,Other,Unclear
North Holland,08 oktober 2025 (09:46),North Holland,8 oktober 2025,Against,Other,Unclear
Nieuwegein,08 oktober 2025 (09:45),Nieuwegein,8 oktober 2025,Against,Other,Unclear
Alkmaar,08 oktober 2025 (09:21),Alkmaar,8 oktober 2025,Against,Other,Unclear
Leiden ,08 oktober 2025 (09:13),Leiden,8 oktober 2025,Against,Other,Unclear
WASSENAAR,08 oktober 2025 (09:01),WASSENAAR,8 oktober 2025,Against,Other,Unclear
"Heerhugowaard, NL",08 oktober 2025 (08:59),"Heerhugowaard, NL",8 oktober 2025,Against,Other,Unclear
Haarlem,08 oktober 2025 (08:57),Haarlem,8 oktober 2025,Against,Other,Unclear
Aalsmeer,08 oktober 2025 (08:34),Aalsmeer,8 oktober 2025,For,Other,Unclear
Zaandam,08 oktober 2025 (08:34),Zaandam,8 oktober 2025,For,Other,Unclear
Haarlem,08 oktober 2025 (08:22),Haarlem,8 oktober 2025,For,Other,Unclear
Waddinxveen,08 oktober 2025 (08:17),Waddinxveen,8 oktober 2025,For,Other,Unclear
‘s-Gravenhage,08 oktober 2025 (08:08),‘s-Gravenhage,8 oktober 2025,For,Other,Unclear
Den haag,08 oktober 2025 (07:51),Den haag,8 oktober 2025,For,Other,Unclear
Eindhoven,08 oktober 2025 (07:36),Eindhoven,8 oktober 2025,For,Other,Unclear
Amstelveen,08 oktober 2025 (05:27),Amstelveen,8 oktober 2025,For,Other,Unclear
Amstelveen ,08 oktober 2025 (05:04),Amstelveen,8 oktober 2025,For,Other,Unclear
Drenthe,08 oktober 2025 (02:18),Drenthe,8 oktober 2025,For,Other,Unclear
Amsterdam,08 oktober 2025 (00:56),Amsterdam,8 oktober 2025,For,Other,Unclear
Amsterdam,08 oktober 2025 (00:53),Amsterdam,8 oktober 2025,For,Other,Unclear
Duiven,08 oktober 2025 (00:28),Duiven,8 oktober 2025,For,Other,Unclear
ROTTERDAM,08 oktober 2025 (00:12),ROTTERDAM,8 oktober 2025,For,Other,Unclear
Den Haag,08 oktober 2025 (00:05),Den Haag,8 oktober 2025,For,Other,Unclear
Zutphen,07 oktober 2025 (23:00),Zutphen,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (22:58),Amsterdam,7 oktober 2025,For,Other,Unclear
Brummen,07 oktober 2025 (22:33),Brummen,7 oktober 2025,For,Other,Unclear
Spain,07 oktober 2025 (22:25),Spain,7 oktober 2025,For,Other,Unclear
Amsterdam ,07 oktober 2025 (22:25),Amsterdam,7 oktober 2025,For,Other,Unclear
Haarlem ,07 oktober 2025 (22:22),Haarlem,7 oktober 2025,Against,Other,Unclear
Groningen,07 oktober 2025 (22:15),Groningen,7 oktober 2025,Against,Other,Unclear
Eindhoven ,07 oktober 2025 (22:14),Eindhoven,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (22:13),Amsterdam,7 oktober 2025,Against,Other,Unclear
Amersfoort ,07 oktober 2025 (22:12),Amersfoort,7 oktober 2025,Against,Other,Unclear
Hoofddorp ,07 oktober 2025 (22:08),Hoofddorp,7 oktober 2025,Against,Other,Unclear
Leiden ,07 oktober 2025 (22:01),Leiden,7 oktober 2025,Against,Other,Unclear
Groningen,07 oktober 2025 (21:50),Groningen,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (21:42),Amsterdam,7 oktober 2025,Against,Other,Unclear
Utrecht,07 oktober 2025 (21:36),Utrecht,7 oktober 2025,Against,Other,Unclear
Haarlem,07 oktober 2025 (21:29),Haarlem,7 oktober 2025,Against,Other,Unclear
Utrecht,07 oktober 2025 (21:15),Utrecht,7 oktober 2025,Against,Other,Unclear
Hendrik Ido Ambacht,07 oktober 2025 (21:14),Hendrik Ido Ambacht,7 oktober 2025,Against,Other,Unclear
Woerden,07 oktober 2025 (20:48),Woerden,7 oktober 2025,Against,Other,Unclear
Utrecht,07 oktober 2025 (20:30),Utrecht,7 oktober 2025,Against,Other,Unclear
Amsterdam ,07 oktober 2025 (20:21),Amsterdam,7 oktober 2025,Against,Other,Unclear
Amsterdam ,07 oktober 2025 (20:11),Amsterdam,7 oktober 2025,Against,Other,Unclear
Maarssen,07 oktober 2025 (20:00),Maarssen,7 oktober 2025,Against,Other,Unclear
Rijswijk,07 oktober 2025 (19:57),Rijswijk,7 oktober 2025,Against,Other,Unclear
Eindhoven,07 oktober 2025 (19:51),Eindhoven,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (19:42),Amsterdam,7 oktober 2025,Against,Other,Unclear
Hengelo ,07 oktober 2025 (19:39),Hengelo,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (19:33),Amsterdam,7 oktober 2025,Against,Other,Unclear
Den Bosch ,07 oktober 2025 (19:12),Den Bosch,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (19:07),Amsterdam,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (19:05),Amsterdam,7 oktober 2025,Against,Other,Unclear
Enschede,07 oktober 2025 (18:59),Enschede,7 oktober 2025,Against,Other,Unclear
Helmond,07 oktober 2025 (18:35),Helmond,7 oktober 2025,Against,Other,Unclear
Amstelveen,07 oktober 2025 (18:35),Amstelveen,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (18:24),Amsterdam,7 oktober 2025,Against,Other,Unclear
Haarlem,07 oktober 2025 (18:19),Haarlem,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (18:07),Amsterdam,7 oktober 2025,Against,Other,Unclear
The Hague,07 oktober 2025 (18:05),The Hague,7 oktober 2025,Against,Other,Unclear
Almere,07 oktober 2025 (18:03),Almere,7 oktober 2025,Against,Other,Unclear
Hilversum,07 oktober 2025 (17:57),Hilversum,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (17:55),Amsterdam,7 oktober 2025,Against,Other,Unclear
Hilversum,07 oktober 2025 (17:35),Hilversum,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (17:34),Amsterdam,7 oktober 2025,Against,Other,Unclear
Den Haag,07 oktober 2025 (17:32),Den Haag,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (17:15),Amsterdam,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (17:14),Amsterdam,7 oktober 2025,For,Other,Unclear
Bunschoten-Spakenburg,07 oktober 2025 (17:06),Bunschoten-Spakenburg,7 oktober 2025,For,Other,Unclear
Drachten,07 oktober 2025 (16:48),Drachten,7 oktober 2025,For,Other,Unclear
Drachten,07 oktober 2025 (16:47),Drachten,7 oktober 2025,For,Other,Unclear
Utrecht,07 oktober 2025 (16:45),Utrecht,7 oktober 2025,For,Other,Unclear
Bunschoten-Spakenburg,07 oktober 2025 (16:44),Bunschoten-Spakenburg,7 oktober 2025,For,Other,Unclear
Eindhoven,07 oktober 2025 (16:28),Eindhoven,7 oktober 2025,For,Other,Unclear
Den Haag,07 oktober 2025 (16:15),Den Haag,7 oktober 2025,For,Other,Unclear
Amstelveen,07 oktober 2025 (16:08),Amstelveen,7 oktober 2025,For,Other,Unclear
Enschede ,07 oktober 2025 (16:07),Enschede,7 oktober 2025,For,Other,Unclear
Leiden,07 oktober 2025 (16:06),Leiden,7 oktober 2025,For,Other,Unclear
Den Haag,07 oktober 2025 (15:52),Den Haag,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (15:48),Amsterdam,7 oktober 2025,For,Other,Unclear
Deventer,07 oktober 2025 (15:33),Deventer,7 oktober 2025,Against,Other,Unclear
Almere,07 oktober 2025 (15:30),Almere,7 oktober 2025,For,Other,Unclear
Den Haag,07 oktober 2025 (15:27),Den Haag,7 oktober 2025,For,Other,Unclear
The Hague,07 oktober 2025 (15:18),The Hague,7 oktober 2025,For,Other,Unclear
Haarlem ,07 oktober 2025 (15:02),Haarlem,7 oktober 2025,For,Other,Unclear
Weert,07 oktober 2025 (15:02),Weert,7 oktober 2025,For,Other,Unclear
Hoofddorp,07 oktober 2025 (14:53),Hoofddorp,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (14:52),Amsterdam,7 oktober 2025,For,Other,Unclear
Nieuwegein,07 oktober 2025 (14:49),Nieuwegein,7 oktober 2025,For,Other,Unclear
Leek,07 oktober 2025 (14:37),Leek,7 oktober 2025,For,Other,Unclear
Den Bosch,07 oktober 2025 (14:28),Den Bosch,7 oktober 2025,For,Other,Unclear
Rotterdam ,07 oktober 2025 (14:26),Rotterdam,7 oktober 2025,For,Other,Unclear
Hoofddorp,07 oktober 2025 (14:10),Hoofddorp,7 oktober 2025,For,Other,Unclear
Enschede,07 oktober 2025 (14:09),Enschede,7 oktober 2025,For,Other,Unclear
Rijswijk,07 oktober 2025 (13:49),Rijswijk,7 oktober 2025,For,Other,Unclear
eindhoven,07 oktober 2025 (13:49),eindhoven,7 oktober 2025,For,Other,Unclear
Sittard ,07 oktober 2025 (13:43),Sittard,7 oktober 2025,For,Other,Unclear
Oude Wetering,07 oktober 2025 (13:38),Oude Wetering,7 oktober 2025,For,Other,Unclear
Breda,07 oktober 2025 (13:30),Breda,7 oktober 2025,Against,Other,Unclear
Rotterdam,07 oktober 2025 (13:25),Rotterdam,7 oktober 2025,For,Other,Unclear
Netherlands,07 oktober 2025 (13:19),Netherlands,7 oktober 2025,For,Other,Unclear
Zaandam,07 oktober 2025 (13:11),Zaandam,7 oktober 2025,For,Other,Unclear
Amsterdam ,07 oktober 2025 (13:10),Amsterdam,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (13:09),Amsterdam,7 oktober 2025,For,Other,Unclear
Zaandam,07 oktober 2025 (13:08),Zaandam,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (12:50),Amsterdam,7 oktober 2025,For,Other,Unclear
Amsterdam,07 oktober 2025 (12:45),Amsterdam,7 oktober 2025,For,Other,Unclear
Veldhoven ,07 oktober 2025 (12:30),Veldhoven,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (12:29),Amsterdam,7 oktober 2025,Against,Other,Unclear
Almere,07 oktober 2025 (12:07),Almere,7 oktober 2025,Against,Other,Unclear
Sittard,07 oktober 2025 (11:10),Sittard,7 oktober 2025,Against,Other,Unclear
Maastricht,07 oktober 2025 (11:03),Maastricht,7 oktober 2025,Against,Other,Unclear
Den Haag,07 oktober 2025 (10:31),Den Haag,7 oktober 2025,Against,Other,Unclear
Eindhoven,07 oktober 2025 (10:06),Eindhoven,7 oktober 2025,Against,Other,Unclear
Rotterdam,07 oktober 2025 (10:05),Rotterdam,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (09:59),Amsterdam,7 oktober 2025,Against,Other,Unclear
Rotterdam,07 oktober 2025 (09:35),Rotterdam,7 oktober 2025,Against,Other,Unclear
Enschede,07 oktober 2025 (09:24),Enschede,7 oktober 2025,Against,Other,Unclear
Amsterdam,07 oktober 2025 (09:16),Amsterdam,7 oktober 2025,Against,Other,Unclear
Netherlands ,07 oktober 2025 (03:58),Netherlands,7 oktober 2025,Against,Other,Unclear
Enschede,07 oktober 2025 (03:48),Enschede,7 oktober 2025,Against,Other,Unclear
Rotterdam,07 oktober 2025 (01:15),Rotterdam,7 oktober 2025,Against,Other,Unclear
Rotterdam,07 oktober 2025 (00:55),Rotterdam,7 oktober 2025,Against,Other,Unclear
Amstelveen ,07 oktober 2025 (00:18),Amstelveen,7 oktober 2025,Against,Other,Unclear
Helmond,07 oktober 2025 (00:12),Helmond,7 oktober 2025,Against,Other,Unclear
Leiden,07 oktober 2025 (00:02),Leiden,7 oktober 2025,Against,Other,Unclear
Helmond ,07 oktober 2025 (00:01),Helmond,7 oktober 2025,Against,Other,Unclear
Helmond,07 oktober 2025 (00:00),Helmond,7 oktober 2025,For,Other,Unclear
Helmond,06 oktober 2025 (23:58),Helmond,6 oktober 2025,For,Other,Unclear
Eindhoven,06 oktober 2025 (23:53),Eindhoven,6 oktober 2025,For,Other,Unclear
Uithoorn,06 oktober 2025 (23:30),Uithoorn,6 oktober 2025,For,Other,Unclear
Geldermalsen,06 oktober 2025 (22:50),Geldermalsen,6 oktober 2025,For,Other,Unclear
Amsterdam,06 oktober 2025 (22:22),Amsterdam,6 oktober 2025,For,Other,Unclear
Almere,06 oktober 2025 (22:21),Almere,6 oktober 2025,For,Other,Unclear
Brabant,06 oktober 2025 (22:15),Brabant,6 oktober 2025,For,Other,Unclear
Doetinchem ,06 oktober 2025 (22:11),Doetinchem,6 oktober 2025,For,Other,Unclear
Amsterdam,06 oktober 2025 (22:07),Amsterdam,6 oktober 2025,For,Other,Unclear
Utrecht,06 oktober 2025 (22:07),Utrecht,6 oktober 2025,For,Other,Unclear
Someren ,06 oktober 2025 (21:57),Someren,6 oktober 2025,For,Other,Unclear
Someren,06 oktober 2025 (21:57),Someren,6 oktober 2025,For,Other,Unclear
Den Haag,06 oktober 2025 (21:52),Den Haag,6 oktober 2025,For,Other,Unclear
Maastricht ,06 oktober 2025 (21:50),Maastricht,6 oktober 2025,For,Other,Unclear
Geleen,06 oktober 2025 (21:38),Geleen,6 oktober 2025,Against,Other,Unclear
Eindhoven,06 oktober 2025 (21:34),Eindhoven,6 oktober 2025,For,Other,Unclear
Amsterdam,06 oktober 2025 (21:32),Amsterdam,6 oktober 2025,For,Other,Unclear
Breda,06 oktober 2025 (21:28),Breda,6 oktober 2025,For,Other,Unclear
Boxtel,06 oktober 2025 (21:27),Boxtel,6 oktober 2025,For,Other,Unclear
Eindhoven,06 oktober 2025 (21:00),Eindhoven,6 oktober 2025,Against,Other,Unclear
Eindhoven,06 oktober 2025 (21:00),Eindhoven,6 oktober 2025,Against,Other,Unclear
Amersfoort,06 oktober 2025 (20:57),Amersfoort,6 oktober 2025,Against,Other,Unclear
"Rotterdam, Netherlands",06 oktober 2025 (20:44),"Rotterdam, Netherlands",6 oktober 2025,Against,Other,Unclear
Arnhem ,06 oktober 2025 (20:34),Arnhem,6 oktober 2025,Against,Other,Unclear
Nieuw-Vennep,06 oktober 2025 (20:22),Nieuw-Vennep,6 oktober 2025,Against,Other,Unclear
ALMERE,06 oktober 2025 (19:03),ALMERE,6 oktober 2025,Against,Other,Unclear
Duizel,06 oktober 2025 (18:00),Duizel,6 oktober 2025,Against,Other,Unclear
Naarden,06 oktober 2025 (16:49),Naarden,6 oktober 2025,Against,Other,Unclear
Maarssen,06 oktober 2025 (14:13),Maarssen,6 oktober 2025,Against,Other,Unclear
Schijndel,05 oktober 2025 (19:27),Schijndel,5 oktober 2025,Against,Other,Unclear
Geldrop ,04 oktober 2025 (08:29),Geldrop,4 oktober 2025,Against,Other,Unclear
Rotterdam,03 oktober 2025 (13:22),Rotterdam,3 oktober 2025,Against,Other,Unclear
Purmerend,01 oktober 2025 (23:47),Purmerend,1 oktober 2025,Against,Other,Unclear
Capelle ,01 oktober 2025 (12:11),Capelle,1 oktober 2025,Against,Other,Unclear
Rotterdam,30 september 2025 (22:29),Rotterdam,30 september 2025,Against,Other,Unclear
Amsterdam,30 september 2025 (14:43),Amsterdam,30 september 2025,Against,Other,Unclear
Aalsmeer,10 oktober 2025 (10:48),Aalsmeer,10 oktober 2025,Against,Other,Unclear
Etten-Leur,10 oktober 2025 (10:15),Etten-Leur,10 oktober 2025,Against,Other,Unclear
"Haarlem, """,10 oktober 2025 (10:07),"Haarlem, """,10 oktober 2025,Against,Other,Unclear
Lelystad ,10 oktober 2025 (08:07),Lelystad,10 oktober 2025,For,Other,Unclear
Julianadorp ,10 oktober 2025 (00:51),Julianadorp,10 oktober 2025,Against,Other,Unclear
Breda,09 oktober 2025 (23:27),Breda,9 oktober 2025,For,Other,Unclear
Sittard,09 oktober 2025 (22:48),Sittard,9 oktober 2025,For,Other,Unclear
"Maastricht, """,09 oktober 2025 (22:21),"Maastricht, """,9 oktober 2025,For,Other,Unclear
Utrecht,09 oktober 2025 (22:17),Utrecht,9 oktober 2025,For,Other,Unclear
Utrecht,09 oktober 2025 (22:08),Utrecht,9 oktober 2025,For,Other,Unclear
Nieuwegein,09 oktober 2025 (21:54),Nieuwegein,9 oktober 2025,For,Other,Unclear
Rotterdam,09 oktober 2025 (21:52),Rotterdam,9 oktober 2025,Against,Other,Unclear
Arnhem,09 oktober 2025 (21:49),Arnhem,9 oktober 2025,For,Other,Unclear
Amsterdam,09 oktober 2025 (21:42),Amsterdam,9 oktober 2025,For,Other,Unclear
Amsterdam,09 oktober 2025 (21:37),Amsterdam,9 oktober 2025,For,Other,Unclear
Einhoven,09 oktober 2025 (21:36),Einhoven,9 oktober 2025,For,Other,Unclear
Maastricht,09 oktober 2025 (21:32),Maastricht,9 oktober 2025,For,Other,Unclear
Rotterdam,09 oktober 2025 (21:22),Rotterdam,9 oktober 2025,For,Other,Unclear
Nijmegen,09 oktober 2025 (21:20),Nijmegen,9 oktober 2025,For,Other,Unclear
Arnhem,09 oktober 2025 (21:20),Arnhem,9 oktober 2025,For,Other,Unclear
Amsterdam,09 oktober 2025 (21:04),Amsterdam,9 oktober 2025,For,Other,Unclear
Utrecht,09 oktober 2025 (20:48),Utrecht,9 oktober 2025,For,Other,Unclear
Amstelveen,09 oktober 2025 (20:35),Amstelveen,9 oktober 2025,For,Other,Unclear
Haarlem,09 oktober 2025 (19:35),Haarlem,9 oktober 2025,Against,Other,Unclear
Leusden,09 oktober 2025 (19:08),Leusden,9 oktober 2025,Against,Other,Unclear
Nijkerk,09 oktober 2025 (18:45),Nijkerk,9 oktober 2025,Against,Other,Unclear
Oss,09 oktober 2025 (18:25),Oss,9 oktober 2025,Against,Other,Unclear
Hoorn,09 oktober 2025 (18:14),Hoorn,9 oktober 2025,Against,Other,Unclear
Leusden,09 oktober 2025 (18:11),Leusden,9 oktober 2025,Against,Other,Unclear
Netherlands,09 oktober 2025 (18:03),Netherlands,9 oktober 2025,Against,Other,Unclear
Amstelveen.,09 oktober 2025 (17:57),Amstelveen.,9 oktober 2025,Against,Other,Unclear
Amsterdam,09 oktober 2025 (17:43),Amsterdam,9 oktober 2025,Against,Other,Unclear
Burlington,09 oktober 2025 (17:41),Burlington,9 oktober 2025,Against,Other,Unclear
Weesp,09 oktober 2025 (17:38),Weesp,9 oktober 2025,Against,Other,Unclear
Breukelen ,09 oktober 2025 (17:38),Breukelen,9 oktober 2025,Against,Other,Unclear
Hoorn,09 oktober 2025 (17:38),Hoorn,9 oktober 2025,Against,Other,Unclear
Lelystad,09 oktober 2025 (17:14),Lelystad,9 oktober 2025,Against,Other,Unclear
Amsterdam,09 oktober 2025 (16:55),Amsterdam,9 oktober 2025,Against,Other,Unclear
Amsterdam,09 oktober 2025 (16:54),Amsterdam,9 oktober 2025,Against,Other,Unclear
Eindhoven,09 oktober 2025 (16:38),Eindhoven,9 oktober 2025,Against,Other,Unclear
Uithoorn,09 oktober 2025 (16:36),Uithoorn,9 oktober 2025,Against,Other,Unclear
Almere,09 oktober 2025 (16:18),Almere,9 oktober 2025,Against,Other,Unclear
Heemstede ,09 oktober 2025 (15:46),Heemstede,9 oktober 2025,Against,Other,Unclear
The Hague,09 oktober 2025 (15:40),The Hague,9 oktober 2025,Against,Other,Unclear
Amsterdam,09 oktober 2025 (15:34),Amsterdam,9 oktober 2025,Against,Other,Unclear
"Splijtbakweg 115, 1333 HJ Almere",09 oktober 2025 (15:09),"Splijtbakweg 115, 1333 HJ Almere",9 oktober 2025,Against,Other,Unclear
Amsterdam,09 oktober 2025 (15:01),Amsterdam,9 oktober 2025,Against,Other,Unclear
Eindhoven,09 oktober 2025 (14:41),Eindhoven,9 oktober 2025,Against,Other,Unclear
Utrecht,09 oktober 2025 (14:03),Utrecht,9 oktober 2025,Against,Other,Unclear
Demeern ,09 oktober 2025 (13:45),Demeern,9 oktober 2025,Against,Other,Unclear
Eindhoven ,09 oktober 2025 (13:19),Eindhoven,9 oktober 2025,Against,Other,Unclear
Amstelveen,09 oktober 2025 (13:08),Amstelveen,9 oktober 2025,Against,Other,Unclear
"Rozenburg, Zuid-Holland",09 oktober 2025 (13:06),"Rozenburg, Zuid-Holland",9 oktober 2025,Against,Other,Unclear
Eindhoven,09 oktober 2025 (12:56),Eindhoven,9 oktober 2025,Against,Other,Unclear
